animal_id,nome,especie,raca_femea,linhagem,data_nascimento,idade_anos,peso_kg,condicao_corporal,num_partos_anteriores,intervalo_pos_parto_dias,fazenda,municipio,data_inseminacao,mes_inseminacao,ano_inseminacao,trimestre,estacao,tipo_inseminacao,raca_reprodutor,reprodutor_id,empresa_semem,protocolo_hormonal,dias_desde_ultima_ins,temperatura_ambiente_c,tecnico,probabilidade_prenhez_ia,resultado
BOV-0119,Hera,Bovino,Sindi,Linhagem H,2016-01-01,6.2,284.9,3,2,33,Fazenda Caatinga Verde,Catunda,2022-03-12,3,2022,1,Chuvosa,IATF,Simmental,REP-072,Grupo Nelore,P4+EB,43,39.7,Fernanda Costa,0.7061,Prenha
BOV-0120,Pétala,Bovino,Sindi,Linhagem E,2018-08-12,4.8,451.1,4,1,69,Sítio Mandacaru,Ipaporanga,2023-06-09,6,2023,2,Seca,IA Convencional,Nelore,REP-005,Próprio,Resynch,97,25.1,Pedro Alves,0.841,Prenha
BOV-0121,Chuva,Bovino,Tabapuã,Linhagem F,2019-11-26,4.5,316.2,4,0,,Fazenda Palmeira,Crateús,2024-06-08,6,2024,2,Seca,IA Convencional,Senepol,REP-070,Grupo Nelore,IATF 7 dias,86,35.1,João Silva,0.6541,Prenha
OVI-0067,Hera,Ovino,Santa Inês,Linhagem E,2020-12-30,3.8,50.6,4,0,,Fazenda Palmeira,Quiterianópolis,2024-10-30,10,2024,4,Seca,IA Convencional,Dorper,REP-011,Geneal,P4+EB,21,25.4,Juliana Pinto,0.7685,Prenha
OVI-0068,Fada,Ovino,Texel,Sem registro,2021-05-23,1.7,60.0,3,0,,Sítio Três Irmãos,Ipaporanga,2023-02-10,2,2023,1,Chuvosa,IA Convencional,Suffolk,REP-055,Sexing Tech,Sem protocolo,36,19.6,Fernanda Costa,0.6068,Nao_Prenha
OVI-0069,Íris,Ovino,Somalis,Linhagem C,2019-12-03,4.6,50.9,5,1,132,Sítio São Francisco,Poranga,2024-06-24,6,2024,2,Seca,IA Convencional,Dorper,REP-037,CRV Lagoa,P4+EB,92,26.2,Maria Souza,0.9128,Prenha
BOV-0122,Nina,Bovino,Guzerá,Linhagem A,2021-04-13,0.8,502.0,3,0,,Sítio Mandacaru,Catunda,2022-02-16,2,2022,1,Chuvosa,IATF,Angus,REP-033,Alta Genetics,P4+BE+PGF,75,28.6,João Silva,0.6713,Prenha
BOV-0123,Mimosa,Bovino,Sindi,Linhagem F,2016-09-29,7.4,535.6,4,0,,Fazenda Palmeira,Ipaporanga,2024-03-06,3,2024,1,Chuvosa,IA Convencional,Bonsmara,REP-063,Insitec,P4+BE+PGF,7,24.4,Ana Lima,0.6862,Prenha
BOV-0124,Palma,Bovino,Nelore,Linhagem D,2022-04-15,-0.2,556.7,3,0,,Sítio Boa Sorte,Nova Russas,2022-02-14,2,2022,1,Chuvosa,IA Convencional,Angus,REP-065,Sexing Tech,Sem protocolo,55,34.4,Fernanda Costa,0.5877,Nao_Prenha
CAP-0055,Estrela,Caprino,Saanen,Linhagem C,2022-03-23,1.3,40.6,3,0,,Fazenda Poço Fundo,Tamboril,2023-07-28,7,2023,3,Seca,IATF,Boer,REP-055,Sexing Tech,Cosynch,16,34.1,Juliana Pinto,0.297,Nao_Prenha
BOV-0125,Fada,Bovino,Girolando,Linhagem H,2022-01-26,1.1,486.6,5,0,,Sítio Boa Sorte,Ipaporanga,2023-02-19,2,2023,1,Chuvosa,IATF,Brahman,REP-069,Próprio,Ovsynch,60,39.9,Juliana Pinto,0.6285,Prenha
BOV-0126,Beleza,Bovino,Sindi,Linhagem E,2020-08-22,3.7,503.7,4,2,170,Fazenda Boa Esperança,Poranga,2024-04-22,4,2024,2,Chuvosa,IA Convencional,Gir,REP-078,Grupo Nelore,Ovsynch,24,35.1,Pedro Alves,0.9176,Prenha
BOV-0127,Estrela,Bovino,Canchim,Linhagem D,2020-01-11,2.4,430.7,4,0,,Fazenda Bela Vista,Tamboril,2022-06-12,6,2022,2,Seca,IA Convencional,Angus,REP-005,Geneal,Ovsynch,28,36.7,Luciana Reis,0.7493,Prenha
OVI-0070,Lua,Ovino,Morada Nova,Sem registro,2018-04-17,4.1,69.3,4,1,264,Fazenda Poço Fundo,Monsenhor Tabosa,2022-05-16,5,2022,2,Seca,IA Convencional,Suffolk,REP-079,Próprio,Sem protocolo,118,23.4,João Silva,0.7947,Prenha
OVI-0071,Bonita,Ovino,Texel,Linhagem D,2021-11-02,0.8,67.6,2,0,,Fazenda Palmeira,Crateús,2022-08-12,8,2022,3,Seca,IA Convencional,Suffolk,REP-038,Geneal,P4+BE+PGF,71,29.8,Marcos Farias,0.4644,Prenha
BOV-0128,Terra,Bovino,Girolando,Linhagem F,2016-08-11,8.3,529.0,4,5,286,Fazenda Poço Fundo,Quiterianópolis,2024-11-24,11,2024,4,Chuvosa,IATF,Gir,REP-058,CRV Lagoa,Ovsynch,19,22.0,Marcos Farias,0.6328,Prenha
CAP-0056,Lua,Caprino,Toggenburg,Linhagem H,2021-02-05,1.4,53.6,5,0,,Sítio Boa Sorte,Ipaporanga,2022-07-04,7,2022,3,Seca,IA Convencional,Saanen,REP-050,Próprio,Resynch,96,34.1,Maria Souza,0.5275,Nao_Prenha
BOV-0129,Íris,Bovino,Girolando,Linhagem D,2019-10-04,3.1,323.4,4,0,,Sítio Três Irmãos,Independência,2022-11-04,11,2022,4,Chuvosa,IA Convencional,Senepol,REP-001,Grupo Nelore,Ovsynch,58,24.8,Carlos Melo,0.5409,Prenha
BOV-0130,Sara,Bovino,Canchim,Linhagem E,2022-02-04,-0.1,345.1,4,0,,Sítio São Francisco,Catunda,2022-01-12,1,2022,1,Chuvosa,IATF,Angus,REP-080,Próprio,P4+EB,57,27.7,Juliana Pinto,0.787,Prenha
BOV-0131,Bonita,Bovino,Gir,Linhagem F,2019-05-07,4.5,312.7,5,1,175,Fazenda Bela Vista,Ararendá,2023-11-10,11,2023,4,Chuvosa,IATF,Nelore,REP-005,CRV Lagoa,Select Synch,83,32.5,Juliana Pinto,0.7786,Prenha
CAP-0057,Flor,Caprino,Toggenburg,Linhagem B,2020-10-16,1.6,33.0,4,0,,Sítio Mandacaru,Crateús,2022-05-13,5,2022,2,Seca,IATF,Toggenburg,REP-074,Próprio,Cosynch,47,29.6,Ana Lima,0.6773,Nao_Prenha
CAP-0058,Terra,Caprino,Toggenburg,Linhagem D,2020-10-15,3.0,49.3,4,0,,Fazenda Bela Vista,Poranga,2023-10-11,10,2023,4,Seca,IATF,Alpino,REP-038,Alta Genetics,Resynch,83,30.4,Luciana Reis,0.6754,Prenha
BOV-0132,Dalila,Bovino,Tabapuã,Linhagem H,2018-04-29,6.0,380.1,4,1,35,Fazenda Caatinga Verde,Nova Russas,2024-04-29,4,2024,2,Chuvosa,IA Convencional,Nelore,REP-071,Sexing Tech,GnRH+PGF2α,86,22.4,Carlos Melo,0.584,Prenha
OVI-0072,Estrela,Ovino,Dorper,Sem registro,2017-12-20,5.1,71.7,4,3,48,Sítio Boa Sorte,Ararendá,2023-02-02,2,2023,1,Chuvosa,IATF,Texel,REP-008,Insitec,Select Synch,87,21.0,Luciana Reis,0.8995,Prenha
OVI-0073,Beleza,Ovino,Morada Nova,Linhagem C,2022-03-24,-0.1,61.5,4,0,,Fazenda Poço Fundo,Catunda,2022-02-08,2,2022,1,Chuvosa,IA Convencional,Ile de France,REP-074,Grupo Nelore,Sem protocolo,13,39.3,João Silva,0.4196,Nao_Prenha
BOV-0133,Beleza,Bovino,Tabapuã,Linhagem B,2016-05-09,7.2,429.1,3,3,184,Fazenda Boa Esperança,Tamboril,2023-07-11,7,2023,3,Seca,IATF,Nelore,REP-057,Grupo Nelore,Sem protocolo,32,29.6,Maria Souza,0.953,Prenha
CAP-0059,Graça,Caprino,Boer,Sem registro,2018-02-18,5.8,39.5,3,0,,Fazenda Boa Esperança,Ararendá,2023-11-28,11,2023,4,Chuvosa,IATF,Alpino,REP-067,CRV Lagoa,Cosynch,110,39.6,Pedro Alves,0.5144,Nao_Prenha
CAP-0060,Chuva,Caprino,Anglo Nubiana,Linhagem E,2021-03-27,1.0,56.3,4,0,,Sítio São Francisco,Nova Russas,2022-04-05,4,2022,2,Chuvosa,IATF,Alpino,REP-069,Sexing Tech,Cosynch,78,34.7,Fernanda Costa,0.7939,Prenha
BOV-0134,Íris,Bovino,Nelore,Linhagem B,2019-01-25,3.6,447.9,2,2,209,Sítio São Francisco,Independência,2022-08-23,8,2022,3,Seca,IATF,Simmental,REP-040,Grupo Nelore,Sem protocolo,75,25.0,Carlos Melo,0.7244,Prenha
CAP-0061,Serena,Caprino,Anglo Nubiana,Linhagem C,2017-03-09,7.0,43.8,3,4,258,Sítio Três Irmãos,Ararendá,2024-02-25,2,2024,1,Chuvosa,IA Convencional,Anglo Nubiano,REP-012,Insitec,Select Synch,83,25.8,Ana Lima,0.8359,Prenha
BOV-0135,Palma,Bovino,Brahman,Linhagem B,2021-04-11,2.0,538.3,4,0,,Sítio Riacho Seco,Crateús,2023-04-20,4,2023,2,Chuvosa,IA Convencional,Angus,REP-061,CRV Lagoa,Resynch,55,22.0,Fernanda Costa,0.7142,Prenha
BOV-0136,Fada,Bovino,Tabapuã,Linhagem D,2021-09-11,0.9,494.3,2,0,,Fazenda Poço Fundo,Tamboril,2022-07-30,7,2022,3,Seca,IA Convencional,Senepol,REP-071,Alta Genetics,Sem protocolo,106,24.6,Roberto Neto,0.3429,Nao_Prenha
BOV-0137,Linda,Bovino,Brahman,Linhagem E,2020-11-18,3.0,478.8,2,1,88,Sítio Riacho Seco,Independência,2023-12-02,12,2023,4,Chuvosa,IA Convencional,Angus,REP-052,CRV Lagoa,GnRH+PGF2α,80,31.1,Marcos Farias,0.4734,Nao_Prenha
BOV-0138,Serena,Bovino,Girolando,Linhagem G,2017-01-05,6.2,551.0,4,0,,Fazenda Caatinga Verde,Quiterianópolis,2023-03-22,3,2023,1,Chuvosa,IATF,Simmental,REP-026,Alta Genetics,Select Synch,101,21.2,Luciana Reis,0.6681,Prenha
CAP-0062,Amora,Caprino,Anglo Nubiana,Linhagem F,2020-11-15,3.1,28.3,5,1,95,Fazenda Boa Esperança,Catunda,2023-12-07,12,2023,4,Chuvosa,IA Convencional,Alpino,REP-015,Insitec,P4+EB,114,24.5,Marcos Farias,0.6643,Nao_Prenha
BOV-0139,Beleza,Bovino,Tabapuã,Linhagem C,2020-04-16,4.0,443.5,4,1,101,Fazenda Caatinga Verde,Independência,2024-04-11,4,2024,2,Chuvosa,IA Convencional,Gir,REP-002,CRV Lagoa,Ovsynch,29,30.2,Roberto Neto,0.7226,Prenha
CAP-0063,Linda,Caprino,Saanen,Linhagem C,2017-07-10,5.0,59.8,5,3,122,Sítio Boa Sorte,Tamboril,2022-06-23,6,2022,2,Seca,IATF,Toggenburg,REP-055,Grupo Nelore,P4+BE+PGF,63,29.2,Luciana Reis,0.7345,Prenha
OVI-0074,Jade,Ovino,Santa Inês,Linhagem H,2022-02-15,1.9,56.4,4,0,,Fazenda Caatinga Verde,Ararendá,2024-01-22,1,2024,1,Chuvosa,IA Convencional,Santa Inês,REP-011,Grupo Nelore,Select Synch,79,28.6,Pedro Alves,0.5944,Prenha
OVI-0075,Flor,Ovino,Somalis,Linhagem E,2022-01-17,1.7,70.9,4,0,,Fazenda Poço Fundo,Monsenhor Tabosa,2023-10-02,10,2023,4,Seca,IA Convencional,Santa Inês,REP-038,Alta Genetics,Sem protocolo,65,28.0,Juliana Pinto,0.6572,Prenha
CAP-0064,Rosa,Caprino,Moxotó,Linhagem C,2016-09-08,8.0,49.2,4,2,43,Fazenda Caatinga Verde,Nova Russas,2024-08-27,8,2024,3,Seca,IATF,Boer,REP-079,Sexing Tech,GnRH+PGF2α,41,28.7,Marcos Farias,0.6065,Nao_Prenha
BOV-0140,Dalila,Bovino,Canchim,Linhagem C,2017-12-16,4.9,522.4,3,1,278,Fazenda Bela Vista,Poranga,2022-11-06,11,2022,4,Chuvosa,IA Convencional,Brahman,REP-064,Insitec,GnRH+PGF2α,28,35.6,Fernanda Costa,0.7847,Prenha
OVI-0076,Nuvem,Ovino,Bergamácia,Sem registro,2019-11-14,2.4,64.5,2,0,,Sítio São Francisco,Quiterianópolis,2022-04-22,4,2022,2,Chuvosa,IA Convencional,Texel,REP-061,Sexing Tech,Select Synch,64,26.8,Luciana Reis,0.3634,Nao_Prenha
BOV-0141,Terra,Bovino,Guzerá,Linhagem E,2021-01-12,3.1,484.9,2,1,251,Fazenda Caatinga Verde,Ipaporanga,2024-02-22,2,2024,1,Chuvosa,IA Convencional,Simmental,REP-075,Geneal,IATF 7 dias,83,38.2,Fernanda Costa,0.6021,Nao_Prenha
OVI-0077,Lua,Ovino,Bergamácia,Linhagem F,2021-10-30,2.1,45.5,1,0,,Sítio Três Irmãos,Ararendá,2023-11-23,11,2023,4,Chuvosa,IA Convencional,Dorper,REP-029,Próprio,Select Synch,111,19.5,Maria Souza,0.1377,Nao_Prenha
BOV-0142,Aurora,Bovino,Gir,Linhagem E,2016-08-20,6.6,567.3,2,4,96,Fazenda Bela Vista,Nova Russas,2023-03-21,3,2023,1,Chuvosa,IATF,Bonsmara,REP-060,Próprio,GnRH+PGF2α,53,32.4,Pedro Alves,0.6272,Prenha
BOV-0143,Beleza,Bovino,Gir,Linhagem D,2018-11-20,4.0,513.1,3,1,60,Sítio Três Irmãos,Ararendá,2022-11-28,11,2022,4,Chuvosa,IA Convencional,Brahman,REP-079,Geneal,Resynch,38,39.0,Pedro Alves,0.6534,Prenha
BOV-0144,Cida,Bovino,Gir,Linhagem A,2020-11-01,2.4,494.6,2,0,,Sítio Riacho Seco,Independência,2023-03-24,3,2023,1,Chuvosa,IA Convencional,Gir,REP-005,Próprio,P4+EB,14,30.6,Luciana Reis,0.442,Nao_Prenha
OVI-0078,Viola,Ovino,Texel,Linhagem F,2021-07-02,3.2,68.3,4,0,,Sítio Mandacaru,Catunda,2024-09-06,9,2024,3,Seca,IA Convencional,Suffolk,REP-043,Próprio,GnRH+PGF2α,74,23.0,Luciana Reis,0.6772,Prenha
OVI-0079,Aurora,Ovino,Dorper,Linhagem F,2020-02-05,4.9,68.2,4,2,133,Fazenda Poço Fundo,Ipaporanga,2024-12-30,12,2024,4,Chuvosa,IA Convencional,Santa Inês,REP-063,CRV Lagoa,IATF 7 dias,27,30.2,Ana Lima,0.8875,Prenha
OVI-0080,Pétala,Ovino,Santa Inês,Linhagem H,2021-06-26,2.7,59.7,4,1,38,Sítio Três Irmãos,Tamboril,2024-03-07,3,2024,1,Chuvosa,IA Convencional,Ile de France,REP-059,Próprio,P4+BE+PGF,9,25.5,João Silva,0.5427,Nao_Prenha
BOV-0145,Flor,Bovino,Canchim,Linhagem B,2016-05-31,6.4,285.7,5,4,53,Fazenda Boa Esperança,Nova Russas,2022-10-17,10,2022,4,Seca,IATF,Bonsmara,REP-059,Grupo Nelore,Ovsynch,36,33.4,João Silva,0.8293,Prenha
BOV-0146,Orquídea,Bovino,Tabapuã,Linhagem A,2016-09-15,6.4,523.5,5,3,196,Sítio Boa Sorte,Tamboril,2023-02-20,2,2023,1,Chuvosa,IATF,Brahman,REP-076,Alta Genetics,Ovsynch,20,39.5,Marcos Farias,0.6144,Prenha
BOV-0147,Jade,Bovino,Girolando,Linhagem B,2017-11-19,6.2,353.1,4,1,81,Fazenda Boa Esperança,Ararendá,2024-01-28,1,2024,1,Chuvosa,IATF,Gir,REP-001,CRV Lagoa,Ovsynch,106,36.6,Roberto Neto,0.75,Prenha
BOV-0148,Rita,Bovino,Girolando,Linhagem E,2017-06-03,5.7,361.3,4,1,119,Sítio Mandacaru,Ipaporanga,2023-02-27,2,2023,1,Chuvosa,IATF,Bonsmara,REP-045,Geneal,Resynch,83,33.2,Pedro Alves,0.7449,Prenha
BOV-0149,Anita,Bovino,Brahman,Linhagem A,2017-01-26,7.0,511.1,4,2,57,Fazenda Bela Vista,Independência,2024-01-12,1,2024,1,Chuvosa,IATF,Gir,REP-007,Próprio,Resynch,29,20.5,Luciana Reis,0.8183,Prenha
CAP-0065,Palma,Caprino,Canindé,Linhagem F,2016-06-26,6.1,62.2,3,0,,Sítio Mandacaru,Poranga,2022-08-02,8,2022,3,Seca,IA Convencional,Anglo Nubiano,REP-054,Alta Genetics,Resynch,67,29.3,Ana Lima,0.7321,Prenha
BOV-0150,Orquídea,Bovino,Tabapuã,Linhagem G,2017-02-05,6.2,340.0,5,0,,Sítio São Francisco,Poranga,2023-05-01,5,2023,2,Seca,IA Convencional,Senepol,REP-023,Geneal,Ovsynch,65,30.9,Roberto Neto,0.6222,Nao_Prenha
CAP-0066,Lua,Caprino,Anglo Nubiana,Linhagem C,2019-10-07,2.9,30.2,3,1,264,Sítio Mandacaru,Independência,2022-09-18,9,2022,3,Seca,IA Convencional,Alpino,REP-074,Grupo Nelore,IATF 7 dias,58,21.8,Ana Lima,0.8903,Prenha
CAP-0067,Sara,Caprino,Repartida,Sem registro,2018-06-05,6.2,38.3,4,1,156,Sítio Mandacaru,Crateús,2024-08-27,8,2024,3,Seca,IATF,Toggenburg,REP-006,CRV Lagoa,Ovsynch,46,27.6,Juliana Pinto,0.7639,Prenha
BOV-0151,Brisa,Bovino,Brahman,Linhagem E,2021-01-27,3.7,447.5,1,2,238,Fazenda Boa Esperança,Ararendá,2024-10-11,10,2024,4,Seca,IA Convencional,Nelore,REP-021,Próprio,GnRH+PGF2α,32,20.9,Ana Lima,0.4911,Nao_Prenha
OVI-0081,Estrela,Ovino,Morada Nova,Linhagem E,2021-02-06,3.5,40.0,5,2,267,Fazenda Palmeira,Crateús,2024-08-07,8,2024,3,Seca,IA Convencional,Suffolk,REP-055,Insitec,Sem protocolo,95,31.9,Roberto Neto,0.5379,Nao_Prenha
BOV-0152,Aurora,Bovino,Guzerá,Linhagem F,2019-10-07,2.5,313.3,3,0,,Sítio São Francisco,Independência,2022-04-23,4,2022,2,Chuvosa,IATF,Nelore,REP-031,Grupo Nelore,Select Synch,51,26.1,Maria Souza,0.5548,Nao_Prenha
OVI-0082,Nuvem,Ovino,Dorper,Linhagem G,2018-07-12,5.3,53.7,3,0,,Fazenda Palmeira,Ipaporanga,2023-10-19,10,2023,4,Seca,IA Convencional,Texel,REP-069,Próprio,Select Synch,13,26.2,Luciana Reis,0.5343,Prenha
OVI-0083,Flor,Ovino,Santa Inês,Linhagem H,2018-02-10,6.5,48.8,3,0,,Fazenda Bela Vista,Tamboril,2024-07-26,7,2024,3,Seca,IA Convencional,Santa Inês,REP-003,Sexing Tech,Resynch,18,21.6,Pedro Alves,0.5076,Nao_Prenha
OVI-0084,Fada,Ovino,Texel,Linhagem F,2021-04-25,2.6,63.7,1,0,,Fazenda Poço Fundo,Poranga,2023-12-12,12,2023,4,Chuvosa,IATF,Suffolk,REP-042,Geneal,Sem protocolo,13,18.5,Marcos Farias,0.1296,Nao_Prenha
BOV-0153,Amora,Bovino,Brahman,Linhagem E,2017-12-04,5.5,391.6,3,0,,Fazenda Bela Vista,Catunda,2023-06-17,6,2023,2,Seca,IA Convencional,Gir,REP-024,Alta Genetics,Sem protocolo,23,25.8,Pedro Alves,0.5245,Prenha
BOV-0154,Beleza,Bovino,Sindi,Linhagem C,2017-06-02,7.1,335.3,4,0,,Sítio Riacho Seco,Catunda,2024-06-21,6,2024,2,Seca,IA Convencional,Brahman,REP-069,Sexing Tech,Sem protocolo,90,25.0,Pedro Alves,0.5447,Prenha
BOV-0155,Palma,Bovino,Nelore,Linhagem B,2019-08-04,3.3,443.8,4,1,272,Sítio Riacho Seco,Monsenhor Tabosa,2022-11-16,11,2022,4,Chuvosa,IATF,Bonsmara,REP-062,CRV Lagoa,Sem protocolo,119,24.4,Pedro Alves,0.8156,Prenha
BOV-0156,Estrela,Bovino,Canchim,Linhagem G,2020-07-03,2.7,307.7,2,0,,Sítio Três Irmãos,Catunda,2023-03-28,3,2023,1,Chuvosa,IA Convencional,Brahman,REP-012,Grupo Nelore,P4+EB,79,29.6,Ana Lima,0.545,Nao_Prenha
CAP-0068,Eva,Caprino,Canindé,Sem registro,2020-06-16,2.4,41.7,3,0,,Sítio São Francisco,Ararendá,2022-10-30,10,2022,4,Seca,IA Convencional,Toggenburg,REP-057,Sexing Tech,GnRH+PGF2α,49,25.7,Marcos Farias,0.6911,Nao_Prenha
CAP-0069,Linda,Caprino,Repartida,Linhagem B,2020-08-23,2.1,50.1,3,0,,Sítio Mandacaru,Quiterianópolis,2022-10-13,10,2022,4,Seca,IATF,Alpino,REP-001,Geneal,GnRH+PGF2α,65,39.7,Fernanda Costa,0.5153,Nao_Prenha
OVI-0085,Fada,Ovino,Texel,Linhagem E,2018-03-27,4.8,55.8,2,2,185,Fazenda Boa Esperança,Independência,2023-01-16,1,2023,1,Chuvosa,IA Convencional,Texel,REP-039,Próprio,P4+EB,68,30.3,Ana Lima,0.6326,Prenha
OVI-0086,Terra,Ovino,Texel,Linhagem E,2020-09-04,2.3,33.2,4,0,,Sítio Mandacaru,Quiterianópolis,2023-01-03,1,2023,1,Chuvosa,IA Convencional,Dorper,REP-061,Próprio,Resynch,13,31.2,Juliana Pinto,0.2732,Prenha
BOV-0157,Serena,Bovino,Canchim,Linhagem B,2017-08-21,6.2,320.6,3,2,214,Fazenda Caatinga Verde,Catunda,2023-10-17,10,2023,4,Seca,IA Convencional,Bonsmara,REP-066,Alta Genetics,IATF 7 dias,58,32.0,João Silva,0.9381,Prenha
OVI-0087,Íris,Ovino,Dorper,Linhagem E,2022-02-05,1.7,43.7,4,0,,Fazenda Bela Vista,Catunda,2023-10-23,10,2023,4,Seca,IA Convencional,Texel,REP-048,Insitec,P4+EB,17,29.8,Pedro Alves,0.4242,Prenha
BOV-0158,Viola,Bovino,Gir,Linhagem F,2018-06-24,4.6,418.1,2,1,38,Sítio Mandacaru,Catunda,2023-01-21,1,2023,1,Chuvosa,IA Convencional,Gir,REP-023,Próprio,Resynch,66,25.7,Pedro Alves,0.4592,Prenha
CAP-0070,Orquídea,Caprino,Canindé,Linhagem A,2017-06-11,5.4,39.4,3,0,,Sítio Riacho Seco,Quiterianópolis,2022-10-19,10,2022,4,Seca,IA Convencional,Boer,REP-026,CRV Lagoa,P4+EB,59,33.2,Maria Souza,0.726,Prenha
BOV-0159,Rosa,Bovino,Sindi,Linhagem C,2016-06-26,5.9,283.1,2,0,,Fazenda Boa Esperança,Ipaporanga,2022-05-16,5,2022,2,Seca,IATF,Bonsmara,REP-036,Grupo Nelore,Sem protocolo,82,22.5,Pedro Alves,0.3822,Prenha
CAP-0071,Pétala,Caprino,Anglo Nubiana,Linhagem G,2021-08-30,0.7,56.2,4,0,,Sítio São Francisco,Catunda,2022-05-20,5,2022,2,Seca,IATF,Alpino,REP-047,Próprio,GnRH+PGF2α,41,21.8,João Silva,0.7032,Prenha
BOV-0160,Glória,Bovino,Brahman,Linhagem A,2020-10-03,2.4,313.9,5,0,,Fazenda Caatinga Verde,Catunda,2023-03-15,3,2023,1,Chuvosa,IATF,Gir,REP-011,Sexing Tech,Sem protocolo,64,20.4,Luciana Reis,0.5765,Prenha
BOV-0161,Amora,Bovino,Tabapuã,Linhagem B,2020-12-23,2.3,575.5,3,0,,Fazenda Boa Esperança,Ararendá,2023-04-08,4,2023,2,Chuvosa,IA Convencional,Brahman,REP-051,Geneal,Ovsynch,119,36.5,Fernanda Costa,0.7085,Prenha
BOV-0162,Brisa,Bovino,Guzerá,Sem registro,2017-11-22,4.5,381.6,4,3,92,Sítio Mandacaru,Nova Russas,2022-05-13,5,2022,2,Seca,IA Convencional,Angus,REP-046,Geneal,Sem protocolo,34,36.4,Carlos Melo,0.5823,Nao_Prenha
OVI-0088,Graça,Ovino,Santa Inês,Sem registro,2021-02-05,1.5,53.0,3,0,,Fazenda Boa Esperança,Independência,2022-08-10,8,2022,3,Seca,IA Convencional,Texel,REP-078,Próprio,Resynch,8,20.2,Maria Souza,0.63,Prenha
BOV-0163,Anita,Bovino,Brahman,Sem registro,2021-07-09,3.1,478.6,4,1,205,Fazenda Poço Fundo,Ipaporanga,2024-08-12,8,2024,3,Seca,IATF,Brahman,REP-058,Sexing Tech,P4+EB,108,36.9,João Silva,0.9271,Prenha
BOV-0164,Joia,Bovino,Girolando,Linhagem G,2022-03-30,1.5,409.2,3,0,,Fazenda Palmeira,Poranga,2023-09-13,9,2023,3,Seca,IATF,Gir,REP-061,Grupo Nelore,Select Synch,67,34.8,Luciana Reis,0.6602,Prenha
CAP-0072,Duna,Caprino,Anglo Nubiana,Linhagem F,2019-03-11,4.6,49.8,2,2,208,Sítio Três Irmãos,Quiterianópolis,2023-10-19,10,2023,4,Seca,IA Convencional,Anglo Nubiano,REP-046,Geneal,P4+BE+PGF,108,34.3,Fernanda Costa,0.7179,Prenha
BOV-0165,Pétala,Bovino,Gir,Linhagem E,2019-07-02,3.0,371.5,3,0,,Fazenda Palmeira,Quiterianópolis,2022-06-23,6,2022,2,Seca,IA Convencional,Senepol,REP-003,Próprio,Sem protocolo,73,25.2,Roberto Neto,0.3559,Nao_Prenha
BOV-0166,Brisa,Bovino,Brahman,Linhagem H,2021-06-23,1.1,429.0,4,0,,Sítio Riacho Seco,Ipaporanga,2022-07-24,7,2022,3,Seca,IA Convencional,Brahman,REP-028,Sexing Tech,Cosynch,26,31.5,Roberto Neto,0.4434,Prenha
CAP-0073,Hera,Caprino,Canindé,Linhagem E,2018-07-14,4.0,31.5,3,0,,Sítio Boa Sorte,Ipaporanga,2022-07-08,7,2022,3,Seca,IA Convencional,Alpino,REP-065,Insitec,Cosynch,77,35.6,Roberto Neto,0.4231,Prenha
BOV-0167,Viola,Bovino,Nelore,Linhagem A,2021-01-30,1.9,491.0,5,0,,Sítio Mandacaru,Quiterianópolis,2023-01-05,1,2023,1,Chuvosa,IA Convencional,Bonsmara,REP-067,Alta Genetics,Select Synch,32,32.5,Carlos Melo,0.7155,Prenha
BOV-0168,Amora,Bovino,Guzerá,Sem registro,2020-11-18,3.4,529.1,2,0,,Sítio Mandacaru,Tamboril,2024-04-20,4,2024,2,Chuvosa,IA Convencional,Senepol,REP-031,CRV Lagoa,IATF 7 dias,113,27.1,Pedro Alves,0.5734,Nao_Prenha
BOV-0169,Linda,Bovino,Brahman,Linhagem F,2020-09-24,1.5,361.8,1,0,,Fazenda Boa Esperança,Ipaporanga,2022-03-17,3,2022,1,Chuvosa,IA Convencional,Angus,REP-078,Sexing Tech,P4+EB,89,30.1,Luciana Reis,0.3651,Nao_Prenha
BOV-0170,Eva,Bovino,Girolando,Linhagem D,2017-01-04,7.2,313.6,4,0,,Sítio Riacho Seco,Ipaporanga,2024-03-23,3,2024,1,Chuvosa,IATF,Angus,REP-077,CRV Lagoa,IATF 7 dias,71,32.6,Marcos Farias,0.5883,Prenha
OVI-0089,Pétala,Ovino,Morada Nova,Linhagem F,2020-09-28,2.5,39.5,5,1,239,Sítio Boa Sorte,Ipaporanga,2023-03-23,3,2023,1,Chuvosa,IA Convencional,Santa Inês,REP-070,Geneal,Select Synch,37,37.0,Luciana Reis,0.6082,Nao_Prenha
CAP-0074,Graça,Caprino,Canindé,Linhagem E,2020-01-26,4.6,58.4,1,0,,Fazenda Palmeira,Quiterianópolis,2024-08-31,8,2024,3,Seca,IA Convencional,Saanen,REP-047,Insitec,IATF 7 dias,112,34.3,Ana Lima,0.3642,Nao_Prenha
BOV-0171,Hera,Bovino,Gir,Linhagem G,2018-11-12,4.8,507.0,3,1,254,Sítio Três Irmãos,Ararendá,2023-09-09,9,2023,3,Seca,IA Convencional,Senepol,REP-053,Insitec,IATF 7 dias,85,25.0,João Silva,0.97,Prenha
